block,trial,label,congruence,correct,rt
1,1,Stuhl,False,True,0.756487317005
1,2,Ich,False,False,0.569091711484
1,3,Ich,False,False,0.482897481532
1,4,Stuhl,False,True,0.560217166159
1,5,Stuhl,False,True,0.85737823532
1,6,Stuhl,True,False,0.470731062742
1,7,Ich,True,True,0.584666318304
1,8,Stuhl,False,True,0.78618388137
1,9,Ich,True,True,0.603604639924
1,10,Stuhl,True,False,0.67751741939
2,1,Stuhl,False,True,0.767581247012
2,2,Stuhl,False,True,0.422260813197
2,3,Stuhl,True,False,0.976131137839
2,4,Ich,False,False,0.622563915284
2,5,Stuhl,True,True,1.0223944039
2,6,Ich,True,True,0.619452928091
2,7,Stuhl,True,False,0.736567163549
2,8,Stuhl,True,True,0.959862064599
2,9,Ich,True,True,0.663237239816
2,10,Ich,True,True,0.52609808225
3,1,Ich,True,True,0.521581484776
3,2,Ich,False,False,0.553595360412
3,3,Ich,False,False,0.528586872024
3,4,Stuhl,False,True,1.08458677966
3,5,Stuhl,False,True,1.0279317473
3,6,Stuhl,False,True,0.624150839474
3,7,Stuhl,True,True,0.768787155452
3,8,Stuhl,False,True,1.04645227724
3,9,Stuhl,False,True,0.958891351067
3,10,Stuhl,True,True,0.760372309276
4,1,Ich,True,True,0.695042861073
4,2,Ich,False,True,0.788298925036
4,3,Stuhl,True,False,0.807539579022
4,4,Ich,False,True,0.963368179247
4,5,Stuhl,False,True,0.824215325643
4,6,Ich,False,True,0.82308681772
4,7,Stuhl,False,True,1.06674275578
4,8,Stuhl,False,True,0.771383279614
4,9,Stuhl,True,True,0.787288869818
4,10,Ich,True,True,0.699481630421
