block,trial,congruence,label,correct,rt
1,0,True,Stuhl,False,0.727463006973
1,1,True,Stuhl,True,0.724633216858
1,2,False,Stuhl,True,0.759459018707
1,3,True,Stuhl,True,1.25826907158
1,4,True,Stuhl,True,0.743416070938
1,5,False,Ich,True,0.697366952896
1,6,False,Stuhl,True,1.12903904915
1,7,True,Ich,True,0.589520931244
1,8,True,Ich,True,0.644934177399
1,9,True,Stuhl,True,0.665581941605
2,0,False,Stuhl,False,0.692262887955
2,1,False,Stuhl,True,0.767223834991
2,2,False,Stuhl,True,0.901767015457
2,3,True,Stuhl,True,1.12311816216
2,4,False,Stuhl,True,0.74679517746
2,5,True,Ich,True,0.675998926163
2,6,True,Ich,True,0.601577997208
2,7,False,Stuhl,True,0.741964101791
2,8,False,Ich,True,0.752902030945
2,9,False,Ich,True,0.88338303566
3,0,True,Stuhl,True,1.01981520653
3,1,False,Stuhl,True,0.687057971954
3,2,False,Stuhl,True,0.583389997482
3,3,True,Ich,True,0.444416046143
3,4,True,Ich,True,0.602515935898
3,5,False,Ich,True,1.24196910858
3,6,False,Ich,True,0.847153186798
3,7,False,Stuhl,True,0.762666940689
3,8,False,Stuhl,True,0.585833072662
3,9,True,Ich,True,0.683613061905
4,0,True,Ich,True,0.416773796082
4,1,False,Ich,True,0.639375925064
4,2,False,Stuhl,True,0.570940971375
4,3,False,Ich,True,0.727569103241
4,4,True,Stuhl,False,0.830850839615
4,5,False,Stuhl,True,0.784208059311
4,6,False,Stuhl,True,0.570741176605
4,7,True,Stuhl,True,0.73101401329
4,8,False,Ich,True,0.655691862106
4,9,True,Stuhl,False,0.506042957306
