block,trial,congruence,label,correct,rt
0,0,True,Ich,True,1.19882895204
0,1,False,Stuhl,False,1.99252432608
0,2,False,Ich,True,1.96880325582
0,3,True,Ich,True,1.23913658399
0,4,False,Ich,True,1.15872330975
0,5,True,Stuhl,False,1.81035213964
0,6,True,Ich,True,0.594624198391
0,7,False,Ich,True,1.40460356022
1,0,True,Ich,True,0.971302673803
1,1,False,Ich,True,1.82132322178
1,2,True,Ich,True,0.805502332631
1,3,True,Stuhl,False,0.852501080837
1,4,True,Ich,True,0.856200941955
1,5,True,Stuhl,False,1.18099309178
1,6,False,Ich,False,-999
1,7,False,Stuhl,True,2.9313091113
2,0,True,Stuhl,False,2.57759260223
2,1,True,Stuhl,False,-999
2,2,False,Ich,False,2.93867968488
2,3,False,Stuhl,True,2.62874609919
2,4,True,Ich,True,1.04077442549
2,5,True,Stuhl,False,-999
2,6,False,Ich,True,2.16281524464
2,7,True,Ich,True,0.733605472138
3,0,False,Ich,False,-999
3,1,True,Ich,True,1.10483761376
3,2,True,Stuhl,True,2.38384336431
3,3,False,Ich,False,2.33111869893
3,4,True,Stuhl,False,-999
3,5,True,Stuhl,True,1.51107146125
3,6,True,Ich,False,0.854040636914
3,7,True,Ich,True,1.28644036967
