block,trial,congruence,label,correct,rt
0,0,False,Stuhl,False,2.87209408777
0,1,False,Stuhl,True,1.71921329095
0,2,False,Stuhl,True,0.80384864402
0,3,True,Ich,True,0.89585949725
0,4,False,Stuhl,True,0.673168246401
0,5,True,Ich,False,0.928415566799
0,6,True,Stuhl,True,1.72159857652
0,7,False,Ich,True,0.949902022607
1,0,True,Stuhl,False,0.993105662405
1,1,False,Stuhl,True,0.844412868726
1,2,False,Ich,False,-999
1,3,True,Ich,True,1.62658866798
1,4,True,Stuhl,False,0.974373985664
1,5,True,Ich,True,1.18793751625
1,6,True,Stuhl,False,0.99865175935
1,7,True,Stuhl,True,0.886153314379
2,0,True,Ich,True,1.12809065881
2,1,True,Ich,True,1.03619558027
2,2,False,Ich,True,1.71773039037
2,3,True,Ich,True,1.80192440411
2,4,False,Stuhl,True,1.8129714377
2,5,False,Ich,True,2.93557511864
2,6,True,Ich,True,1.03203467338
2,7,True,Stuhl,True,2.43386169535
3,0,False,Stuhl,True,1.88062322873
3,1,False,Stuhl,True,1.39314023056
3,2,True,Stuhl,True,2.07082450832
3,3,True,Stuhl,True,1.44196673983
3,4,False,Ich,True,2.04034252872
3,5,True,Ich,True,1.07648925367
3,6,False,Ich,True,1.40294617671
3,7,True,Stuhl,True,1.2160374946
